cod,NOME
230445,Fortim
351620,Franca
312710,Frutal
410770,Fênix
280240,Gararu
420580,Garuva
351670,Garça
420590,Gaspar
430885,Gentil
430900,Giruá
260620,Goiana
520890,Goiás
230470,Granja
230465,Graça
312810,Guapé
520920,Guapó
351770,Guará
170950,Gurupi
351660,Gália
430710,Herval
410970,Ibaiti
351930,Ibaté
250660,Ibiara
312960,Ibiaí
351940,Ibirá
320260,Iconha
352030,Iguape
230550,Iguatu
411005,Iguatu
291350,Iguaí
420710,Ilhota
411007,Imbaú
420740,Imbuia
260700,Inajá
411030,Inajá
313080,Ingaí
270330,Inhapi
220470,Inhuma
352100,Iperó
291390,Ipiaú
291400,Ipirá
521020,Iporá
411060,Iporã
291450,Irará
291460,Irecê
431053,Itaara
240485,Itajá
521080,Itajá
330205,Italva
291620,Itapé
431060,Itaqui
291685,Itatim
313400,Itinga
313410,Itueta
411155,Ivaté
431075,Ivorá
420700,Içara
411170,Jaboti
313480,Jacuí
330227,Japeri
411230,Japira
230710,Jardim
500500,Jardim
352520,Jarinu
521190,Jataí
500510,Jateí
313505,Jaíba
260825,Jucati
230740,Jucás
420917,Jupiá
220553,Jurema
260840,Jurema
150390,Juruti
130220,Juruá
130230,Jutaí
510515,Juína
420940,Laguna
260880,Lajedo
291915,Lapão
250840,Lastro
313820,Lavras
411350,Loanda
411360,Lobato
313865,Lontra
352720,Lorena
210610,Loreto
250860,Lucena
330240,Macaé
330245,Macuco
411390,Mallet
260915,Manari
130260,Manaus
132603,Manaus
130280,Maraã
292070,Maraú
421055,Marema
280400,Maruim
292105,Matina
352930,Matão
130290,Maués
314140,Medina
330280,Mendes
230835,Milhã
314220,Miraí
411605,Missal
353050,Mococa
421090,Modelo
260940,Moreno
210710,Morros
353205,Motuca
150490,Muaná
292200,Mucuri
314380,Munhoz
270550,Murici
431260,Muçum
353215,Nantes
250990,Natuba
353270,Nipoã
510590,Nobres
431270,Nonoai
353325,Novais
220700,Oeiras
314540,Olaria
260960,Olinda
260970,Orobó
260980,Orocó
353440,Osasco
150540,Ourém
230980,Pacoti
421189,Painel
172100,Palmas
411760,Palmas
320400,Pancas
251065,Parari
330380,Paraty
431400,Paraí
240870,Paraú
353625,Parisi
314790,Passos
130350,Pauini
314850,Pavão
270670,Penedo
292430,Piatã
251140,Picuí
431445,Pinhal
220820,Pio IX
353880,Piraju
330400,Piraí
315150,Piumhi
320420,Piúma
150565,Placas
292520,Pojuca
353990,Poloni
251210,Pombal
261130,Pombos
354020,Pontal
150580,Portel
315270,Prados
171845,Pugmil
241040,Pureza
354165,Quadra
330412,Quatis
354170,Quatá
354190,Queluz
354210,Rafard
210945,Raposa
261160,Recife
315415,Reduto
521860,Rialma
421510,Rodeio
412260,Rondon
354425,Rosana
231180,Russas
354460,Sabino
354470,Sagres
261200,Sairé
421530,Salete
261230,Saloá
354850,Santos
270890,Satuba
292980,Saúde
292990,Seabra
432020,Seberi
130400,Silves
280720,Siriri
231290,Sobral
500793,Sonora
412665,Sulina
355250,Suzano
432045,Sério
432085,Tabaí
261460,Tabira
355290,Taciba
251640,Tacima
500795,Tacuru
355340,Tanabi
432100,Tapera
316810,Tapira
412690,Tapira
355400,Tatuí
412750,Tibagi
355450,Tietê
421820,Timbó
316910,Toledo
412770,Toledo
316920,Tombos
432149,Toropi
432150,Torres
241440,Touros
270920,Traipu
231350,Trairi
293190,Tucano
355495,Tuiuti
211230,Tuntum
231355,Tururu
130426,Uarini
293230,Ubatã
293240,Uibaí
231375,Umirim
221110,União
293260,Urandi
522170,Uruana
231390,Uruoca
110170,Urupá
293280,Utinga
432255,Vanini
355635,Vargem
421915,Vargem
293325,Vereda
293340,Wagner
120070,Xapuri
261650,Xexéu
430155,Áurea
310020,Abaeté
230010,Abaiara
410010,Abatiá
290010,Abaíra
310040,Acaiaca
230015,Acarape
230020,Acaraú
430003,Aceguá
310080,Aguanil
290060,Aiquara
430030,Alecrim
430045,Alegria
310160,Alfenas
260080,Altinho
140002,Amajari
500060,Amambai
260090,Amaraji
410100,Ampére
150070,Anajás
170100,Ananás
410110,Andirá
260100,Angelim
290140,Angical
240080,Angicos
290150,Anguera
350230,Anhembi
350240,Anhumas
520130,Anicuns
320050,Apiacá
420125,Apiúna
230100,Aquiraz
280030,Aracaju
230110,Aracati
290200,Aracatu
320060,Aracruz
290220,Aramari
350300,Aramina
350315,Arapeí
410160,Arapoti
310380,Arapuá
410165,Arapuã
230130,Araripe
250100,Araruna
410170,Araruna
290225,Arataca
430090,Aratiba
230140,Aratuba
290205,Araças
350340,Arealva
220090,Aroazes
220100,Arraial
170240,Arraias
520250,Aruanã
420170,Ascurra
230160,Assaré
410210,Astorga
270040,Atalaia
410220,Atalaia
350410,Atibaia
130030,Autazes
210120,Bacabal
310510,Bambuí
350490,Bananal
150125,Bannach
290265,Banzaê
350510,Barbosa
310590,Barroso
350570,Barueri
220150,Batalha
270070,Batalha
310665,Berizal
350650,Birigui
220180,Bocaina
350680,Bocaina
260200,Bodocó
350700,Boituva
290400,Boninal
290410,Boquira
350770,Braúna
260240,Brejão
290460,Brumado
420290,Brusque
110045,Buritis
310930,Buritis
260280,Buíque
290480,Caatiba
430290,Cacequi
350870,Caconde
290500,Caculé
260320,Caetés
410340,Cafeara
350920,Cajamar
260340,Calumbi
290560,Camacan
311040,Camacho
430355,Camargo
410380,Cambira
330090,Cambuci
311060,Cambuí
150210,Cametá
230260,Camocim
290640,Candeal
290660,Candiba
410442,Candói
280110,Canhoba
351015,Canitar
290682,Canudos
220250,Caracol
500280,Caracol
351070,Cardoso
130110,Careiro
230310,Cariré
230330,Cariús
140023,Caroebe
260400,Carpina
260410,Caruaru
170390,Caseara
320140,Castelo
260420,Catende
230365,Catunda
230370,Caucaia
311550,Caxambu
290760,Central
430512,Cerrito
430530,Chapada
430537,Charrua
311620,Chiador
290800,Coaraci
311670,Coimbra
150260,Colares
210350,Colinas
430558,Colinas
510325,Colniza
410580,Colombo
351220,Conchal
351230,Conchas
250450,Condado
260460,Condado
311787,Confins
230400,Coreaú
250480,Coremas
311910,Corinto
311920,Coroaci
260480,Cortês
420450,Corupá
430597,Coxilha
430605,Cristal
520640,Crixás
230423,Croatá
240300,Cruzeta
510340,Cuiabá
250520,Cuitegi
110094,Cujubim
220323,Currais
312090,Curvelo
311510,Cássia
250535,Damião
351380,Diadema
520710,Diorama
351400,Dobrada
351430,Dourado
351440,Dracena
240330,Encanto
240340,Equador
430700,Erechim
430780,Estrela
312510,Extrema
351540,Fartura
410760,Faxinal
351565,Fernão
410780,Floraí
351590,Floreal
312610,Formiga
520800,Formosa
312620,Formoso
520810,Formoso
210420,Fortuna
320220,Fundão
170755,Fátima
291075,Fátima
420560,Galvão
430870,Gaurama
291125,Gavião
291140,Glória
312738,Goianá
410865,Goioxim
291150,Gongogi
312750,Gonzaga
312760,Gouveia
210480,Grajaú
430910,Gramado
260630,Granito
240440,Grossos
430925,Guabiju
291165,Guajeru
351790,Guaraci
410920,Guaraci
312840,Guarani
170930,Guaraí
351850,Guareí
351860,Guariba
430930,Guaíba
351740,Guaíra
410880,Guaíra
250650,Gurjão
150310,Gurupá
351910,Iacanga
520990,Iaciara
430975,Ibarama
320245,Ibatiba
291230,Ibicuí
291240,Ibipeba
312970,Ibiraci
420690,Ibirama
351970,Ibiúna
230535,Icapuí
250260,Igaracy
291360,Ilhéus
420720,Imaruí
420750,Indaial
352060,Indiana
520995,Indiara
313090,Inhapim
521000,Inhumas
420757,Iomerê
521010,Ipameri
313120,Ipanema
352090,Ipaussu
352110,Ipeúna
313140,Ipiaçu
352115,Ipiguá
130180,Ipixuna
260720,Ipojuca
420768,Ipuaçu
240480,Ipueira
140028,Iracema
230600,Iracema
291420,Irajuba
291430,Iramaia
352160,Irapuru
352150,Irapuã
411080,Iretama
150350,Irituia
291465,Itabela
313170,Itabira
291480,Itabuna
291500,Itaeté
313230,Itaipé
420820,Itajaí
352190,Itajobi
291570,Itamari
260765,Itambé
291580,Itambé
411110,Itambé
313290,Itamogi
313330,Itaobim
521090,Itapaci
291630,Itapebi
420830,Itapema
313360,Itapeva
352240,Itapeva
352250,Itapevi
352260,Itapira
420845,Itapoá
431057,Itapuca
352300,Itapura
352290,Itapuí
320290,Itarana
230655,Itarema
352330,Itariri
352340,Itatiba
230660,Itatira
250720,Itatuba
160025,Itaubal
521140,Itauçu
260750,Itaíba
352215,Itaóca
510455,Itaúba
313380,Itaúna
291700,Itiúba
291720,Ituaçu
352400,Itupeva
313440,Iturama
411160,Ivatuba
420860,Jaborá
510480,Jaciara
313470,Jacinto
431110,Jaguari
220520,Jaicós
521170,Jandaia
352500,Jandira
510490,Jangada
500480,Japorã
130210,Japurá
411240,Japurá
210545,Jatobá
260805,Jatobá
521200,Jaupaci
313540,Jeceaba
313550,Jequeri
291800,Jequié
250740,Jericó
313600,Joaíma
120032,Jordão
171180,Juarina
313665,Juatuba
352585,Jumirim
240615,Jundiá
270390,Jundiá
352610,Juquiá
411295,Juranda
313690,Juruaia
510517,Juruena
291850,Jussara
411300,Jussara
521220,Jussara
291855,Jussari
411310,Kaloré
313710,Lagamar
280350,Lagarto
431125,Lagoão
171200,Lajeado
431140,Lajeado
313770,Lajinha
313780,Lambari
352690,Limeira
171240,Lizarda
420990,Lontras
352725,Lourdes
510530,Luciara
421003,Luzerna
130240,Lábrea
160030,Macapá
270430,Maceió
313900,Machado
220585,Madeiro
292020,Malhada
521270,Mambaí
313925,Mamonas
352860,Manduri
313960,Mantena
150420,Marabá
260920,Maraial
431179,Maratá
314000,Mariana
330270,Maricá
314010,Marilac
411510,Mariluz
411535,Maripá
240740,Martins
411550,Marumbi
292090,Mascote
210650,Matinha
314090,Matipó
510560,Matupá
210660,Matões
230810,Mauriti
421080,Meleiro
314160,Mercês
230820,Meruoca
270520,Messias
521308,Minaçu
314190,Minduri
210670,Mirador
411590,Mirador
500560,Miranda
292145,Mirante
250940,Mogeiro
353090,Mombuca
421100,Mondaí
230900,Mucambo
292190,Mucugê
230910,Mulungu
250980,Mulungu
314390,Muriaé
314430,Nanuque
171430,Nazaré
292250,Nazaré
500580,Nioaque
353370,Ocauçu
353410,Oriente
521530,Orizona
421170,Orleans
431350,Osório
521550,Ouvidor
230960,Pacajus
150548,Pacajá
230990,Pacujá
231000,Palhano
521580,Palmelo
431390,Panambi
521600,Panamá
261020,Panelas
231030,Parambu
240860,Paraná
171620,Paranã
110145,Parecis
431405,Parobé
261050,Passira
220785,Pavussu
411880,Peabiru
292410,Pedrão
431440,Pelotas
210830,Penalva
314950,Pequeri
231080,Pereiro
411885,Perobal
353770,Piacatu
251130,Piancó
353780,Piedade
241000,Pilões
251160,Pilões
315050,Pimenta
292450,Pindaí
270700,Pindoba
411915,Pinhais
280520,Pinhão
411930,Pinhão
210870,Pio XII
353850,Piquete
280530,Pirambu
315080,Piranga
353900,Pirangi
431455,Pirapó
292470,Piripá
411960,Pitanga
251190,Pitimbu
315160,Planura
353970,Platina
510650,Poconé
315190,Pocrane
315200,Pompéu
354010,Pongaí
431477,Pontão
231100,Poranga
431480,Portão
231120,Potengi
261120,Poção
150600,Prainha
431520,Putinga
411890,Pérola
431530,Quaraí
354180,Queiroz
261153,Quixaba
315390,Raposos
412140,Realeza
315410,Recreio
431545,Relvado
292600,Remanso
330420,Resende
412170,Reserva
354280,Ribeira
354360,Rifaina
354370,Rincão
412210,Rio Bom
421507,Riqueza
500750,Rochedo
315630,Rodeiro
292710,Rodelas
431595,Rolador
431600,Rolante
315640,Romaria
354430,Roseira
270780,Roteiro
315670,Sabará
280620,Salgado
315700,Salinas
231195,Salitre
171880,Sampaio
421545,Sangão
160060,Santana
292820,Santana
510787,Sapezal
412625,Sarandi
432010,Sarandi
316550,Sardoá
316553,Sarzedo
292975,Saubara
432026,Segredo
432030,Selbach
412630,Sengés
251540,Seridó
355150,Serrana
261400,Serrita
432050,Sertão
221070,Simões
432067,Sinimbu
251597,Sobrado
355210,Socorro
421770,Sombrio
510792,Sorriso
355240,Sumaré
261450,Surubim
355300,Taguaí
355310,Taiaçu
355320,Taiúva
355330,Tambaú
330575,Tanguá
130410,Tapauá
510800,Tapurah
432120,Taquara
432130,Taquari
355390,Tarabai
355395,Tarumã
251660,Tavares
432135,Tavares
355420,Tejupá
500800,Terenos
510810,Tesouro
421800,Tijucas
355460,Timburi
355475,Trabiju
421835,Treviso
251680,Triunfo
261570,Triunfo
432200,Triunfo
522145,Trombas
150808,Tucumã
432225,Tupandi
432232,Turuçu
211250,Tutóia
231360,Ubajara
355535,Ubarana
355540,Ubatuba
293210,Ubaíra
317010,Uberaba
412830,Uniflor
241460,Upanema
150815,Uruará
522160,Uruaçu
421890,Urubici
317052,Urucuia
421895,Urupema
355600,Urupês
522180,Urutaí
355580,Urânia
432250,Vacaria
293300,Valente
231395,Varjota
522190,Varjão
293317,Varzedo
317100,Vazante
432300,Viamão
421930,Videira
317140,Vieiras
110030,Vilhena
355670,Vinhedo
412865,Virmond
241490,Viçosa
270940,Viçosa
317130,Viçosa
241470,Várzea
251710,Várzea
412880,Xambrê
251740,Zabelê
421985,Zortéa
410115,Ângulo
150510,Óbidos
230030,Acopiara
510010,Acorizal
520013,Acreúna
290035,Adustina
260020,Afrânio
310110,Aimorés
310120,Aiuruoca
350075,Alambari
250053,Alcantil
430040,Alegrete
150040,Alenquer
250060,Alhandra
260070,Aliança
290090,Almadina
150050,Almeirim
310170,Almenara
430050,Alpestre
150060,Altamira
310200,Alterosa
410050,Altônia
170070,Alvorada
430060,Alvorada
410090,Amaporã
220050,Amarante
290100,Amargosa
130006,Amaturá
230075,Amontada
210080,Anapurus
320040,Anchieta
420080,Anchieta
290130,Andaraí
310260,Andradas
350220,Angatuba
420090,Angelina
410120,Antonina
330015,Aperibé
510080,Apiacás
290195,Apuarema
420127,Arabutã
310350,Araguari
210090,Araioses
310360,Arantina
170230,Arapoema
310370,Araponga
310375,Araporã
420130,Araquari
430087,Araricá
330020,Araruama
250080,Araçagi
310320,Araçaí
310390,Araújos
310440,Argirita
350370,Ariranha
420150,Armazém
230150,Arneiroz
250130,Aroeiras
420165,Arvoredo
350395,Aspásia
420180,Atalanta
310470,Ataléia
310050,Açucena
310490,Baependi
350470,Balbinos
310520,Bandeira
240145,Baraúna
250153,Baraúna
230190,Barbalha
130040,Barcelos
230195,Barreira
350550,Barretos
350560,Barrinha
290327,Barrocas
350590,Batatais
230220,Beberibe
290340,Belmonte
420215,Belmonte
150145,Belterra
210173,Belágua
350635,Bertioga
260180,Betânia
260190,Bezerros
420230,Biguaçu
410290,Bituruna
420240,Blumenau
220177,Boa Hora
290370,Boa Nova
310840,Botelhos
350750,Botucatu
410335,Braganey
310880,Braúnas
240180,Brejinho
260250,Brejinho
290430,Brejões
430265,Brochier
350810,Buritama
350480,Bálsamo
250300,Caaporã
500240,Caarapó
250320,Cabedelo
260300,Cabrobó
250355,Cacimbas
290515,Caetanos
290520,Caetité
430330,Caibaté
350900,Caieiras
250360,Caiçara
430340,Caiçara
210240,Cajapió
270130,Cajueiro
260330,Calçado
250390,Camalaú
500260,Camapuã
430350,Camaquã
410360,Cambará
311090,Campanha
350950,Campinas
290620,Canarana
510270,Canarana
290650,Candeias
311200,Candeias
430435,Candiota
430450,Canguçu
230280,Canindé
130090,Canutama
150220,Capanema
410450,Capanema
311210,Caparaó
420390,Capinzal
430469,Capitão
351040,Capivari
120017,Capixaba
311290,Caputira
130100,Carauari
311360,Careaçu
230300,Caridade
510279,Carlinda
210280,Carolina
230350,Cascavel
410480,Cascavel
430495,Caseiros
260415,Casinhas
351100,Castilho
520510,Catalão
230360,Catarina
351120,Catiguá
290755,Caturama
520520,Caturaí
430500,Catuípe
220265,Caxingó
420300,Caçador
520545,Cezarina
420420,Chapecó
430544,Chuvisca
311590,Chácara
410550,Cianorte
430545,Cidreira
430550,Ciríaco
311640,Claraval
510305,Cláudia
311660,Cláudio
130130,Codajás
220273,Coivaras
320150,Colatina
171670,Colméia
410590,Colorado
430560,Colorado
510320,Colíder
510330,Comodoro
510335,Confresa
311860,Contagem
410620,Contenda
330150,Cordeiro
351250,Coroados
210360,Coroatá
220290,Corrente
500320,Corumbá
270230,Coruripe
290940,Cotegipe
250485,Coxixola
230410,Crateús
270235,Craíbas
312020,Cristais
312050,Cristina
351340,Cruzeiro
351350,Cubatão
290990,Curaçá
410690,Curitiba
410700,Curiúva
210370,Cururupu
150290,Curuçá
510250,Cáceres
420490,Descanso
250540,Desterro
250560,Diamante
500370,Dourados
351450,Duartina
312352,Durandé
520735,Edealina
351480,Eldorado
500375,Eldorado
351495,Embaúba
430697,Erebango
312400,Ervália
312430,Espinosa
430750,Espumoso
210405,Estreito
230428,Eusébio
240360,Extremoz
250610,Fagundes
410775,Figueira
260570,Floresta
410790,Floresta
220390,Floriano
410810,Flórida
240410,Galinhos
420570,Garopaba
351700,Getulina
220440,Gilbués
430905,Glorinha
520880,Goianira
170900,Goiatins
520910,Goiatuba
410860,Goioerê
520870,Goiânia
528707,Goiânia
420620,Gravatal
260640,Gravatá
312790,Grupiara
351730,Guaimbê
230495,Guaiúba
130165,Guajará
240450,Guamaré
291170,Guanambi
351760,Guapiara
430940,Guaporé
312850,Guarará
220455,Guaribas
520945,Guarinos
351870,Guarujá
312870,Guaxupé
320230,Guaçuí
312880,Guidoval
430955,Harmonia
351905,Holambra
130170,Humaitá
430970,Humaitá
230530,Ibiapina
430980,Ibiaçá
420680,Ibicaré
291220,Ibicoara
260660,Ibimirim
410980,Ibiporã
291260,Ibiquera
320250,Ibiraçu
312980,Ibirité
431000,Ibirubá
291300,Ibitiara
351960,Ibitinga
291310,Ibititá
291340,Igaporã
313010,Igarapé
260680,Igarassu
352020,Igaratá
260690,Iguaraci
313030,Iguatama
500430,Iguatemi
352040,Ilhabela
420730,Imbituba
411010,Imbituva
313100,Inhaúma
313130,Ipatinga
411050,Ipiranga
352120,Iporanga
170980,Ipueiras
230590,Ipueiras
313150,Ipuiúna
420770,Ipumirim
291410,Ipupiara
130185,Iranduba
291440,Iraquara
352170,Itaberá
171050,Itacajá
291490,Itacaré
291520,Itagibá
313220,Itaguara
521056,Itaguari
521060,Itaguaru
330200,Itaguaí
150360,Itaituba
313240,Itajubá
313300,Itamonte
291590,Itanagra
313320,Itanhomi
291600,Itanhém
330210,Itaocara
230630,Itapagé
260770,Itapetim
500450,Itaporã
291670,Itaquara
352320,Itararé
521130,Itarumã
330225,Itatiaia
352350,Itatinga
220510,Itaueira
510460,Itiquira
291690,Itiruçu
291710,Itororó
291730,Ituberá
313430,Itumirim
313450,Itutinga
500470,Ivinhema
291740,Jacaraci
250730,Jacaraú
352440,Jacareí
291750,Jacobina
150380,Jacundá
270350,Jacuípe
320305,Jaguaré
352490,Jambeiro
313507,Jampruca
313510,Janaúba
240520,Janduís
280340,Japoatã
313535,Japonvar
260795,Jaqueira
521180,Jaraguá
260800,Jataúba
240500,Jaçanã
291830,Jitaúna
420900,Joaçaba
291840,Juazeiro
240610,Jucurutu
352590,Jundiaí
291860,Jussiape
313700,Ladainha
500520,Ladário
352630,Lagoinha
291890,Lajedão
291910,Lamarão
313800,Laranjal
411325,Laranjal
313810,Lassance
352650,Lavínia
260890,Limoeiro
352700,Lindóia
320320,Linhares
411370,Londrina
352730,Louveira
352740,Lucélia
411373,Luiziana
352790,Lutécia
291960,Macajuba
291970,Macarani
352800,Macatuba
352810,Macaubal
240710,Macaíba
260910,Machados
421005,Macieira
230763,Madalena
291995,Maetinga
280390,Malhador
411400,Mamborê
250900,Manaíra
431177,Maquiné
500540,Maracaju
352880,Maracaí
292050,Maracás
270450,Maragogi
411480,Marialva
411500,Marilena
411520,Maringá
150442,Marituba
352900,Marília
230800,Massapê
250930,Mataraca
171270,Mateiros
250933,Matinhas
411570,Matinhos
314120,Matutina
160040,Mazagão
314130,Medeiros
150450,Melgaço
411585,Mercedes
314170,Mesquita
330285,Mesquita
230830,Milagres
292130,Milagres
521310,Mineiros
314200,Mirabela
352990,Miracatu
330300,Miracema
353030,Mirassol
230837,Miraíma
210680,Mirinzal
150460,Mocajuba
521340,Moiporá
230850,Mombaça
314250,Monjolos
250950,Montadas
320350,Montanha
431235,Montauri
250970,Monteiro
210690,Monção
230880,Moraújo
431242,Mormaço
292160,Morpará
411620,Morretes
240800,Mossoró
140030,Mucajaí
320360,Mucurici
280430,Muribeca
292230,Muritiba
292240,Mutuípe
500570,Naviraí
314450,Nazareno
220672,Nazária
521440,Nazário
314465,Ninheira
330330,Niterói
314470,Nova Era
160050,Oiapoque
292310,Olindina
251050,Olivedos
314560,Oliveira
353390,Olímpia
260990,Ouricuri
353470,Ourinhos
411740,Ourizona
353475,Ouroeste
353490,Pacaembu
230970,Pacatuba
280490,Pacatuba
421190,Palhoça
261000,Palmares
411770,Palmeira
421205,Palmeira
353530,Palmital
411780,Palmital
421210,Palmitos
411790,Palotina
353540,Panorama
220755,Paquetá
314700,Paracatu
231020,Paracuru
231040,Paramoti
500635,Paranhos
353600,Parapuã
353570,Paraíso
421223,Paraíso
521640,Paraúna
353610,Pardinho
240890,Parelhas
240920,Passagem
251070,Passagem
261060,Paudalho
251090,Paulista
261070,Paulista
431415,Paverama
314910,Pedralva
353710,Pedreira
220790,Pedro II
314980,Perdizes
314990,Perdões
353750,Pereiras
421260,Peritiba
353760,Peruíbe
315000,Pescador
314860,Peçanha
210860,Pinheiro
292465,Pintadas
353860,Piracaia
315060,Piracema
315070,Pirajuba
353890,Pirajuí
270710,Piranhas
521720,Piranhas
315120,Pirapora
171720,Piraquê
431460,Piratini
421310,Piratuba
315130,Piraúba
220840,Piripiri
292480,Piritiba
315140,Pitangui
150563,Piçarra
292500,Planalto
353960,Planalto
411980,Planalto
431470,Planalto
251200,Pocinhos
421320,Pomerode
354000,Pompéia
354040,Populina
412000,Porecatu
510700,Poxoréo
292510,Poções
354085,Pracinha
315300,Pratinha
421415,Princesa
280570,Propriá
431532,Quevedos
421420,Quilombo
354200,Quintana
261150,Quipapá
251260,Quixabá
231130,Quixadá
231135,Quixelô
231150,Quixeré
354260,Registro
251270,Remígio
354270,Restinga
210950,Riachão
251274,Riachão
412200,Rio Azul
315500,Rio Doce
315540,Rio Novo
292700,Rio Real
171875,Rio Sono
